,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
334,335,60,RL,59.0,9042,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,943,Gd,SBrkr,943,695,1638,1,2,1,3,TA,7,2,TA,Attchd,1998.0,Fin,2,472,TA,Y,100,38,0,0,,7,2008,WD,Normal,192000
335,336,190,RL,,164660,IR1,HLS,Corner,Timber,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,Ex,SBrkr,1619,167,1786,2,2,0,3,TA,7,2,Gd,Attchd,1965.0,Fin,2,529,TA,Y,670,0,0,0,,8,2008,WD,Normal,228950
336,337,20,RL,86.0,14157,IR1,HLS,Corner,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,0,673,1922,Ex,SBrkr,1922,0,1922,1,2,0,3,Gd,8,1,Gd,Attchd,2005.0,Fin,3,676,TA,Y,178,51,0,0,,7,2007,WD,Normal,377426
337,338,20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,1536,Ex,SBrkr,1536,0,1536,1,2,0,3,Gd,7,0,,Attchd,2002.0,RFn,2,532,TA,Y,192,74,0,0,,12,2008,WD,Normal,214000
338,339,20,RL,91.0,14145,Reg,Lvl,Corner,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,Unf,0,995,1208,Ex,SBrkr,1621,0,1621,1,2,0,3,Gd,8,0,,Attchd,1984.0,RFn,2,440,TA,Y,108,45,0,0,,5,2006,WD,Normal,202500
339,340,20,RL,66.0,12400,IR1,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,7,1958,1998,Hip,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,0,630,1215,TA,FuseA,1215,0,1215,0,1,0,3,TA,6,0,,Attchd,1958.0,Unf,1,297,TA,Y,0,0,0,234,,6,2009,WD,Normal,155000
340,341,60,RL,85.0,14191,Reg,Lvl,Inside,Timber,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,967,967,Ex,SBrkr,993,915,1908,0,2,1,4,Gd,9,0,,Attchd,2002.0,Fin,2,431,TA,Y,135,0,0,0,,4,2010,WD,Normal,202900
341,342,20,RH,60.0,8400,Reg,Lvl,Inside,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,Gable,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,721,Gd,SBrkr,841,0,841,0,1,0,2,TA,4,0,,CarPort,1950.0,Unf,1,294,TA,N,250,0,24,0,,9,2009,WD,Normal,82000
342,343,90,RL,,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,,,,,0,,0,0,0,Fa,FuseA,1040,0,1040,0,2,0,2,TA,6,0,,Detchd,1949.0,Unf,2,400,TA,Y,0,0,0,0,,5,2006,WD,Normal,87500
343,344,120,RL,63.0,8849,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,0,1656,1684,Ex,SBrkr,1684,0,1684,0,2,0,2,Ex,6,1,Ex,Attchd,2005.0,RFn,2,564,TA,Y,495,72,0,0,,7,2008,WD,Normal,266000
344,345,160,RM,36.0,2592,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129,BLQ,232,175,536,TA,SBrkr,536,576,1112,0,1,1,3,TA,4,0,,Attchd,1976.0,Unf,1,336,TA,Y,182,0,0,0,,4,2010,WD,Normal,85000
345,346,50,RL,65.0,6435,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,6,5,1939,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,972,Gd,SBrkr,972,605,1577,0,1,0,3,Fa,6,1,Gd,Detchd,1939.0,Unf,1,312,TA,Y,0,0,0,0,,10,2006,WD,Normal,140200
346,347,20,RL,,12772,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,8,1960,1998,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498,Unf,0,460,958,TA,SBrkr,958,0,958,0,1,0,2,TA,5,0,,Attchd,1960.0,RFn,1,301,TA,Y,0,0,0,0,,4,2007,WD,Normal,151500
347,348,20,RL,,17600,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Gable,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270,Unf,0,208,1478,Ex,FuseA,1478,0,1478,1,2,0,3,TA,6,2,Gd,Attchd,1960.0,Unf,2,498,TA,Y,0,40,0,0,,12,2009,WD,Normal,157500
348,349,160,RL,36.0,2448,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573,Unf,0,191,764,Ex,SBrkr,764,862,1626,1,2,1,2,Gd,6,0,,BuiltIn,2003.0,RFn,2,474,TA,Y,0,27,0,0,,10,2008,WD,Normal,154000
349,350,60,RL,56.0,20431,IR2,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Hip,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,0,438,1848,Ex,SBrkr,1848,880,2728,1,2,1,4,Ex,10,2,Ex,Attchd,2006.0,Fin,3,706,TA,Y,0,0,0,0,,4,2006,New,Partial,437154
350,351,120,RL,68.0,7820,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1869,1869,Ex,SBrkr,1869,0,1869,0,2,0,2,Ex,6,1,Gd,Attchd,2007.0,RFn,2,617,TA,Y,210,54,0,0,,12,2007,New,Partial,318061
351,352,120,RL,,5271,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,7,5,1986,1986,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082,Unf,0,371,1453,Gd,SBrkr,1453,0,1453,1,1,1,2,Gd,6,1,TA,Attchd,1986.0,RFn,2,445,TA,Y,0,80,0,184,,12,2006,WD,Abnorml,190000
352,353,50,RL,60.0,9084,Reg,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,0,616,TA,SBrkr,616,495,1111,0,1,0,3,TA,5,0,,Detchd,1941.0,Unf,1,200,TA,Y,48,0,0,0,,3,2008,ConLw,Normal,95000
353,354,30,RM,60.0,8520,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,8,1928,2003,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,Gd,SBrkr,720,0,720,0,1,0,2,TA,5,0,,Detchd,2005.0,Unf,2,484,TA,Y,106,0,0,0,,5,2010,WD,Normal,105900
354,355,50,RL,60.0,8400,Reg,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,0,552,940,Ex,SBrkr,1192,403,1595,0,1,0,2,TA,6,2,Gd,Attchd,1940.0,Unf,1,240,TA,Y,0,0,108,0,,6,2006,WD,Normal,140000
355,356,20,RL,105.0,11249,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,1995,1995,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,Ex,SBrkr,1200,0,1200,1,2,0,3,Gd,6,0,,Attchd,1995.0,RFn,2,521,TA,Y,0,26,0,0,,8,2007,WD,Normal,177500
356,357,20,RL,,9248,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,6,1992,1992,Gable,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,0,598,1158,Gd,SBrkr,1167,0,1167,1,2,0,3,Gd,6,0,,Attchd,1992.0,RFn,2,400,TA,Y,120,26,0,0,,7,2009,WD,Normal,173000
357,358,120,RM,44.0,4224,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,0,268,1142,TA,SBrkr,1142,0,1142,1,1,1,3,TA,6,1,Po,Attchd,1976.0,Fin,2,528,TA,Y,536,90,0,0,MnPrv,8,2007,WD,Normal,134000
358,359,80,RL,92.0,6930,IR1,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,5,4,1958,1958,Hip,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,Ex,FuseF,1352,0,1352,0,1,0,3,Gd,6,0,,BuiltIn,1958.0,Unf,1,288,TA,Y,168,0,294,0,,7,2006,WD,Abnorml,130000
359,360,60,RL,78.0,12011,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,Ex,SBrkr,1086,838,1924,1,2,1,3,Gd,7,1,TA,Attchd,1998.0,RFn,2,592,TA,Y,208,75,0,374,,6,2006,WD,Normal,280000
360,361,85,RL,,7540,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,888,Ex,SBrkr,912,0,912,1,1,0,2,TA,5,1,TA,Attchd,1978.0,RFn,2,470,TA,Y,0,0,0,192,MnPrv,6,2007,WD,Normal,156000
361,362,50,RL,,9144,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,Gd,SBrkr,988,517,1505,1,1,0,3,TA,8,0,,Detchd,1940.0,Unf,1,240,TA,N,0,0,0,0,,7,2008,WD,Normal,145000
362,363,85,RL,64.0,7301,Reg,Lvl,Corner,Edwards,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,,,,,0,,0,0,0,Ex,SBrkr,495,1427,1922,0,3,0,4,Gd,7,1,Ex,BuiltIn,2003.0,RFn,2,672,TA,Y,0,0,177,0,,7,2009,ConLD,Normal,198500
363,364,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,8,1972,2007,Gable,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,0,321,483,Gd,SBrkr,483,504,987,0,1,1,2,Gd,5,0,,Detchd,1972.0,Unf,1,264,TA,Y,250,0,0,0,,5,2009,WD,Normal,118000
364,365,60,RL,,18800,IR1,Lvl,FR2,NWAmes,Norm,1Fam,2Story,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712,Unf,0,84,796,TA,SBrkr,790,784,1574,1,2,1,3,TA,6,1,TA,Attchd,1976.0,Fin,2,566,TA,Y,306,111,0,0,,7,2006,WD,Normal,190000
365,366,70,RM,59.0,10690,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,5,7,1920,1997,Hip,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,0,216,672,Gd,FuseA,672,672,1344,0,1,0,3,TA,6,0,,Detchd,1964.0,Unf,1,468,TA,Y,0,128,218,0,,7,2009,WD,Normal,147000
366,367,20,RL,,9500,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1963,1963,Gable,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,0,785,1394,Gd,SBrkr,1394,0,1394,1,1,1,3,TA,6,2,Gd,Attchd,1963.0,RFn,2,514,TA,Y,0,76,0,185,,7,2009,WD,Normal,159000
367,368,80,RL,101.0,9150,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,Gd,SBrkr,1431,0,1431,0,1,0,3,TA,6,1,Gd,Basment,1962.0,RFn,1,296,TA,Y,64,110,0,0,,12,2008,WD,Normal,165000
368,369,20,RL,78.0,7800,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,Gd,SBrkr,1268,0,1268,0,1,0,2,TA,7,1,Gd,Attchd,1954.0,Fin,1,244,TA,Y,0,98,0,0,,3,2010,WD,Normal,132000
369,370,20,RL,,9830,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72,Rec,258,733,1063,Ex,SBrkr,1287,0,1287,1,1,0,3,Gd,7,1,Gd,Detchd,1997.0,Fin,2,576,TA,Y,364,17,0,182,,3,2010,WD,Normal,162000
370,371,60,RL,,8121,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,Ex,SBrkr,953,711,1664,0,2,1,3,TA,7,1,TA,Attchd,2000.0,RFn,2,460,TA,Y,100,40,0,0,,1,2006,WD,Normal,172400
371,372,50,RL,80.0,17120,Reg,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,Plywood,None,0.0,TA,TA,CBlock,,,,,0,,0,0,0,TA,SBrkr,1120,468,1588,0,2,0,4,TA,7,1,Gd,Detchd,1991.0,Fin,2,680,TA,N,0,59,0,0,,7,2008,WD,Normal,134432
372,373,120,RL,50.0,7175,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,TA,SBrkr,752,0,752,1,1,0,2,TA,4,0,,Attchd,1984.0,Unf,1,264,TA,Y,353,0,0,90,MnPrv,2,2010,WD,Normal,125000
373,374,20,RL,79.0,10634,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1953,1953,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,TA,SBrkr,1319,0,1319,1,1,0,3,TA,5,0,,Attchd,1953.0,Unf,1,270,TA,Y,66,0,0,0,GdWo,11,2009,WD,Normal,123000
374,375,60,RL,65.0,8200,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,Ex,SBrkr,847,1081,1928,0,2,1,4,Gd,8,1,Gd,BuiltIn,2003.0,Fin,2,434,TA,Y,100,48,0,0,,7,2007,WD,Normal,219500
375,376,30,RL,,10020,IR1,Low,Inside,Edwards,Norm,1Fam,1Story,1,1,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,Gd,FuseA,904,0,904,1,0,1,1,Fa,4,0,,,,,0,0,,Y,0,0,0,0,,3,2009,WD,Normal,61000
376,377,85,RL,57.0,8846,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,Ex,SBrkr,914,0,914,0,1,0,2,TA,5,0,,Detchd,1998.0,Unf,2,576,TA,Y,0,0,0,0,,7,2006,WD,Normal,148000
377,378,60,FV,102.0,11143,IR1,Lvl,Corner,Somerst,Norm,1Fam,2Story,8,5,2004,2005,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Ex,SBrkr,1580,886,2466,0,3,0,4,Gd,8,1,Gd,Attchd,2004.0,RFn,2,610,TA,Y,159,214,0,0,,12,2007,WD,Normal,340000
378,379,20,RL,88.0,11394,Reg,Lvl,Corner,StoneBr,Norm,1Fam,1Story,9,2,2010,2010,Hip,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,Ex,SBrkr,1856,0,1856,1,1,1,1,Ex,8,1,Ex,Attchd,2010.0,Fin,3,834,TA,Y,113,0,0,0,,6,2010,New,Partial,394432
379,380,60,RL,60.0,8123,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,Ex,SBrkr,1007,793,1800,0,2,1,3,TA,7,1,TA,Attchd,2000.0,Fin,2,463,TA,Y,100,63,0,0,,6,2009,WD,Normal,179000
380,381,50,RL,50.0,5000,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,TA,SBrkr,1026,665,1691,0,2,0,3,Gd,6,1,Gd,Detchd,1924.0,Unf,1,308,TA,Y,0,0,242,0,,5,2010,WD,Normal,127000
381,382,20,FV,60.0,7200,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,Ex,SBrkr,1301,0,1301,1,2,0,2,Gd,5,1,Gd,Attchd,2006.0,RFn,2,572,TA,Y,216,121,0,0,,8,2006,New,Partial,187750
382,383,60,RL,79.0,9245,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,Ex,SBrkr,939,858,1797,0,2,1,3,Gd,8,0,,Attchd,2006.0,RFn,2,639,TA,Y,144,53,0,0,,4,2007,WD,Normal,213500
383,384,45,RH,60.0,9000,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,TA,FuseA,784,0,784,0,1,0,2,TA,5,0,,Detchd,1950.0,Unf,2,360,Fa,N,0,0,91,0,,10,2009,WD,Normal,76000
384,385,60,RL,,53107,IR2,Low,Corner,ClearCr,Feedr,1Fam,2Story,6,5,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,Ex,SBrkr,1079,874,1953,1,2,1,3,Gd,9,2,Fa,Attchd,1992.0,Fin,2,501,TA,Y,216,231,0,0,,6,2007,WD,Normal,240000
385,386,120,RL,43.0,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,Ex,SBrkr,1269,0,1269,0,2,0,2,Gd,6,1,TA,Attchd,2004.0,Fin,2,430,TA,Y,146,20,0,144,,4,2010,WD,Normal,192000
386,387,50,RL,58.0,8410,Reg,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,5,3,1910,1996,Gambrel,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,658,TA,SBrkr,658,526,1184,0,1,0,5,TA,8,0,,,,,0,0,,N,0,151,0,0,,5,2006,WD,AdjLand,81000
387,388,80,RL,72.0,7200,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,6,1976,1976,Hip,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,Ex,SBrkr,1125,0,1125,1,1,0,3,TA,6,1,Fa,Detchd,1977.0,Unf,1,352,TA,Y,296,0,0,0,GdWo,10,2009,WD,Abnorml,125000
388,389,20,RL,93.0,9382,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,Ex,SBrkr,1479,0,1479,0,2,0,3,Gd,6,0,,Attchd,1999.0,RFn,2,577,TA,Y,120,25,0,0,,7,2008,WD,Normal,191000
389,390,60,RL,96.0,12474,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,Gable,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,Ex,SBrkr,1742,590,2332,1,2,1,3,Ex,9,1,Ex,BuiltIn,2008.0,Fin,3,846,TA,Y,196,134,0,0,,8,2008,New,Partial,426000
390,391,50,RL,50.0,8405,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,Ex,SBrkr,961,406,1367,1,1,0,4,TA,7,0,,Detchd,1978.0,Unf,1,384,TA,Y,0,130,112,0,MnPrv,4,2008,WD,Normal,119000
391,392,60,RL,71.0,12209,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,Ex,SBrkr,804,1157,1961,1,2,1,3,Gd,7,1,TA,BuiltIn,2001.0,Fin,2,560,TA,Y,125,192,0,0,,6,2009,WD,Normal,215000
392,393,20,RL,,8339,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1959,1959,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,TA,SBrkr,882,0,882,0,1,0,3,TA,5,0,,Attchd,1959.0,RFn,1,294,TA,Y,0,0,0,0,MnPrv,7,2007,WD,Normal,106500
393,394,30,RL,,7446,Reg,Lvl,Corner,BrkSide,Feedr,1Fam,1Story,4,5,1941,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,TA,FuseA,788,0,788,0,1,0,2,TA,4,2,TA,,,,0,0,,Y,0,0,0,0,GdWo,4,2006,WD,Abnorml,100000
394,395,50,RL,60.0,10134,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,Gd,FuseA,735,299,1034,0,1,0,2,TA,5,0,,Detchd,1940.0,Unf,1,240,TA,Y,0,39,0,0,,7,2007,WD,Normal,109000
395,396,20,RL,68.0,9571,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,1956,1956,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,TA,SBrkr,1144,0,1144,1,1,0,3,TA,6,0,,Attchd,1956.0,Unf,1,596,TA,Y,44,0,0,0,,6,2010,WD,Normal,129000
396,397,20,RL,60.0,7200,Reg,Low,Inside,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,TA,SBrkr,894,0,894,0,1,0,2,TA,6,0,,Detchd,1985.0,RFn,2,600,TA,Y,215,0,0,0,,9,2009,WD,Normal,123000
397,398,60,RL,69.0,7590,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,5,5,1962,1962,Gable,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,TA,SBrkr,876,936,1812,0,2,0,4,TA,8,1,TA,Attchd,1962.0,RFn,1,264,TA,Y,0,168,0,0,,7,2007,WD,Normal,169500
398,399,30,RM,60.0,8967,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,5,2,1920,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,Gd,Mix,1077,0,1077,0,1,0,2,TA,6,0,,Detchd,1920.0,Unf,1,338,Po,N,0,0,0,0,,11,2007,WD,Abnorml,67000
399,400,60,FV,65.0,8125,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2006,2007,Gable,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,Ex,SBrkr,1112,438,1550,1,2,0,2,Gd,7,0,,Attchd,2007.0,Fin,2,438,TA,Y,0,168,0,0,,10,2009,WD,Normal,241000
400,401,120,RL,38.0,14963,IR2,Lvl,Inside,Veenker,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,Ex,SBrkr,1288,0,1288,1,1,1,1,Ex,4,2,Gd,Attchd,1996.0,Fin,2,500,TA,Y,120,30,0,224,,12,2008,WD,Normal,245500
